L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT
14754,783,48,5,36,60616,0,0,N,O,1996-07-16,1996-08-05,1996-08-10,DELIVER IN PERSON,TRUCK,ncies sublate quickly against the final d
14754,1225,26,6,4,4505,0,0,N,O,1996-07-26,1996-08-23,1996-08-03,DELIVER IN PERSON,FOB,lly thin accounts; carefully
14757,1362,39,1,43,54324,0,0,N,O,1998-04-14,1998-03-21,1998-05-11,TAKE BACK RETURN,REG AIR,tes are fluffily a
14759,1396,97,1,19,24650,0,0,N,O,1997-04-24,1997-03-22,1997-05-08,COLLECT COD,MAIL," furiously ironic pinto beans cajole expres"
14759,358,87,2,13,16359,0,0,N,O,1997-02-19,1997-03-31,1997-03-05,DELIVER IN PERSON,RAIL," pinto beans. quickly express attainme"
14786,1152,61,1,33,34754,0,0,N,O,1997-08-05,1997-05-29,1997-08-31,NONE,MAIL,"its. pending, regular asymptotes doze qui"
14787,1513,34,1,6,8487,0,0,N,O,1998-07-24,1998-09-20,1998-07-28,DELIVER IN PERSON,SHIP,al theodolites ca
14787,1412,13,2,50,65671,0,0,N,O,1998-10-23,1998-08-18,1998-11-08,TAKE BACK RETURN,SHIP,"final asymptotes. pending, unusual patte"
14787,1893,37,3,32,57436,0,0,N,O,1998-07-29,1998-09-02,1998-08-01,TAKE BACK RETURN,AIR,efully regular instructions nod slyly. p
14788,1370,71,1,41,52126,0,0,N,O,1997-11-05,1998-01-07,1997-11-27,DELIVER IN PERSON,SHIP,"ording to the regular, pending foxes"
14790,1866,96,1,47,83089,0,0,N,O,1996-09-11,1996-10-09,1996-09-20,TAKE BACK RETURN,MAIL,e slowly with the stealthily regula
14790,274,75,2,30,35228,0,0,N,O,1996-09-14,1996-09-22,1996-10-04,TAKE BACK RETURN,SHIP,lyly ironic pinto be
14790,1661,44,3,39,60944,0,0,N,O,1996-09-17,1996-10-12,1996-10-12,DELIVER IN PERSON,AIR,use across the quickly ironic
14790,242,43,4,4,4569,0,0,N,O,1996-09-23,1996-11-01,1996-09-28,DELIVER IN PERSON,AIR,fily ironic dinos c
14790,82,83,5,10,9821,0,0,N,O,1996-09-23,1996-09-23,1996-09-28,TAKE BACK RETURN,MAIL,lar sauternes
14790,282,10,6,28,33104,0,0,N,O,1996-12-02,1996-09-27,1996-12-27,TAKE BACK RETURN,SHIP," accounts; careful accounts"
14790,173,100,7,42,45073,0,0,N,O,1996-10-24,1996-10-18,1996-11-22,TAKE BACK RETURN,FOB,regular platele
14818,1269,70,1,34,39789,0,0,N,O,1997-01-25,1997-02-05,1997-02-07,DELIVER IN PERSON,SHIP,the slyly regula
14818,1925,58,2,24,43846,0,0,N,O,1997-01-05,1997-02-09,1997-01-16,DELIVER IN PERSON,REG AIR,le slyly regular theodolites. furiously eve
14818,483,42,3,1,1383,0,0,N,O,1997-02-23,1997-01-06,1997-03-01,NONE,AIR,"ilent theodolites print regular, unusu"
14818,482,83,4,22,30415,0,0,N,O,1997-02-03,1997-02-13,1997-02-19,NONE,MAIL,"uts detect regular, regular depo"
14818,878,45,5,26,46251,0,0,N,O,1996-12-09,1997-01-16,1996-12-21,COLLECT COD,REG AIR,ts sleep carefully after th
14818,1844,31,6,13,22696,0,0,N,O,1997-02-20,1997-02-09,1997-03-14,COLLECT COD,MAIL,unusual deposits haggle blithely quick
14821,72,73,1,28,27218,0,0,N,O,1998-10-03,1998-07-31,1998-10-10,NONE,TRUCK,old packages. furious
14821,1351,52,2,39,48842,0,0,N,O,1998-07-05,1998-09-09,1998-07-12,COLLECT COD,FOB,requests sleep carefully among the fu
14821,1099,5,3,22,22002,0,0,N,O,1998-10-10,1998-09-10,1998-10-13,NONE,FOB,le careful
14821,1774,17,4,27,45246,0,0,N,O,1998-06-13,1998-08-31,1998-07-09,DELIVER IN PERSON,SHIP,posits dazzle blithely quickly express acco
14821,1853,97,5,45,78968,0,0,N,O,1998-10-07,1998-07-30,1998-11-05,TAKE BACK RETURN,MAIL,instructions. blithely bold deposit
14821,1560,81,6,39,57001,0,0,N,O,1998-08-14,1998-08-11,1998-08-27,DELIVER IN PERSON,MAIL,ely across the idly spec
14821,45,46,7,43,40637,0,0,N,O,1998-09-27,1998-07-17,1998-10-26,COLLECT COD,AIR,fluffily final deposits eat. furiousl
14822,1832,62,1,23,39878,0,0,N,O,1996-07-22,1996-06-05,1996-08-13,DELIVER IN PERSON,AIR,ironic dep
14822,1992,25,2,29,54926,0,0,N,O,1996-04-21,1996-06-17,1996-05-11,COLLECT COD,TRUCK," fluffily silent multiplier"
14822,388,45,3,34,43805,0,0,N,O,1996-06-05,1996-05-29,1996-07-05,COLLECT COD,SHIP,"old accounts nag quickly ironic, bold req"
14822,368,69,4,38,48198,0,0,N,O,1996-06-22,1996-05-26,1996-07-16,NONE,MAIL,"e about the "
14848,345,74,1,4,4981,0,0,N,O,1996-12-06,1996-12-09,1996-12-27,COLLECT COD,MAIL,e. furiously pending req
14848,1862,63,2,38,67027,0,0,N,O,1996-11-16,1996-12-15,1996-11-17,TAKE BACK RETURN,AIR,ts above t
14848,1507,28,3,11,15494,0,0,N,O,1997-01-11,1997-01-14,1997-01-25,DELIVER IN PERSON,SHIP,gular packages. quickly regul
14848,1403,21,4,5,6522,0,0,N,O,1996-10-26,1997-01-01,1996-11-08,COLLECT COD,AIR,on the special instructions wake slyly alon
14848,1852,96,5,7,12277,0,0,N,O,1996-10-27,1997-01-03,1996-11-01,COLLECT COD,SHIP,ely regular tithes; regular
14848,85,11,6,6,5910,0,0,N,O,1997-01-15,1996-11-30,1997-01-28,NONE,AIR,"among the express pinto beans. fluffily "
14849,583,44,1,3,4451,0,0,N,O,1997-03-03,1997-04-07,1997-03-11,NONE,AIR,bout the stea
14849,61,87,2,27,25949,0,0,N,O,1997-06-03,1997-05-02,1997-06-20,COLLECT COD,RAIL," shall boost? quickly special theo"
14849,1433,34,3,2,2669,0,0,N,O,1997-03-20,1997-04-27,1997-04-05,NONE,RAIL,s maintain bli
14849,425,84,4,25,33136,0,0,N,O,1997-04-17,1997-03-18,1997-05-10,DELIVER IN PERSON,REG AIR,pinto bean
14849,44,70,5,19,17937,0,0,N,O,1997-02-22,1997-05-04,1997-03-11,NONE,AIR,"der blithely "
14850,1775,76,1,8,13414,0,0,N,O,1998-03-27,1998-01-08,1998-04-16,TAKE BACK RETURN,REG AIR," after the dolp"
14850,59,85,2,41,39321,0,0,N,O,1998-02-18,1998-01-04,1998-03-10,COLLECT COD,TRUCK,"lar, regular "
14850,1146,83,3,28,29320,0,0,N,O,1998-04-02,1998-02-01,1998-04-29,COLLECT COD,MAIL,s impress never about the slyly express
14850,671,34,4,15,23575,0,0,N,O,1998-02-19,1998-01-03,1998-02-27,DELIVER IN PERSON,REG AIR,"osits use busily regular, regu"
14850,1776,3,5,47,78855,0,0,N,O,1998-03-22,1998-01-12,1998-04-17,NONE,AIR,requests are furiously above the furiou
14850,327,12,6,40,49093,0,0,N,O,1997-12-07,1998-02-05,1998-01-06,NONE,FOB,he express instructions. furiously
14852,257,39,1,22,25460,0,0,N,O,1996-03-26,1996-02-08,1996-04-25,DELIVER IN PERSON,FOB,al pinto beans according
14852,165,92,2,9,9586,0,0,N,O,1996-01-12,1996-02-16,1996-01-25,TAKE BACK RETURN,RAIL,hely final deposits a
14853,1213,14,1,16,17827,0,0,N,O,1996-11-19,1996-12-02,1996-11-26,COLLECT COD,AIR,ld packages acros
14853,1925,14,2,46,84038,0,0,N,O,1996-12-25,1996-11-02,1996-12-26,DELIVER IN PERSON,MAIL,among the slyly re
14853,827,27,3,18,31101,0,0,N,O,1996-12-01,1996-11-20,1996-12-08,TAKE BACK RETURN,RAIL,nts. slyly blithe
14853,186,87,4,16,17379,0,0,N,O,1996-11-18,1996-10-10,1996-12-04,DELIVER IN PERSON,TRUCK,etly accounts. e
14880,1791,92,1,26,44013,0,0,N,O,1998-02-25,1998-02-18,1998-03-22,DELIVER IN PERSON,RAIL,nts detect. final pinto beans are. furio
14880,1728,29,2,42,68448,0,0,N,O,1997-12-11,1998-01-14,1997-12-24,COLLECT COD,RAIL,"bove the final, spec"
14880,1977,22,3,23,43216,0,0,N,O,1998-01-10,1998-01-24,1998-02-08,TAKE BACK RETURN,MAIL,nag furiously. fu
14880,1474,14,4,17,23383,0,0,N,O,1998-02-07,1998-01-04,1998-02-08,NONE,FOB,"out the ideas. foxes cajole carefully "
14880,1802,46,5,13,22149,0,0,N,O,1998-01-25,1998-02-12,1998-02-01,NONE,REG AIR,dencies. bli
14880,1773,100,6,8,13398,0,0,N,O,1998-01-17,1998-01-20,1998-02-12,NONE,REG AIR,-- final instructi
14881,1793,20,1,35,59318,0,0,N,O,1996-10-30,1996-12-14,1996-11-25,NONE,AIR,regular accoun
14881,37,13,2,35,32796,0,0,N,O,1996-11-18,1997-01-08,1996-12-07,NONE,MAIL,"nal deposits alongside of the "
14881,619,20,3,23,34951,0,0,N,O,1996-11-20,1996-12-21,1996-12-03,TAKE BACK RETURN,REG AIR,"cing excuses sleep slyly "
14882,1395,10,1,35,45374,0,0,N,O,1997-05-26,1997-03-22,1997-06-25,DELIVER IN PERSON,TRUCK,r accounts. the
14882,322,79,2,41,50115,0,0,N,O,1997-03-18,1997-04-05,1997-03-21,TAKE BACK RETURN,MAIL,s. account
14884,191,44,7,42,45830,0,0,N,O,1996-01-11,1995-12-26,1996-02-02,COLLECT COD,FOB,luffily pending dolphins-- fi
14885,362,47,1,15,18935,0,0,N,O,1997-11-04,1997-11-16,1997-11-10,TAKE BACK RETURN,RAIL," asymptotes across the "
14885,392,93,2,28,36187,0,0,N,O,1998-01-15,1997-11-10,1998-02-09,TAKE BACK RETURN,FOB,above the carefully regular
14885,1989,78,3,2,3782,0,0,N,O,1997-11-21,1997-10-27,1997-12-09,NONE,FOB,e furiously express ideas. furiou
14885,673,5,4,37,58226,0,0,N,O,1997-12-23,1997-11-16,1998-01-08,DELIVER IN PERSON,AIR,uests. fluffily pending accounts accord
14885,1342,81,5,40,49734,0,0,N,O,1997-10-17,1997-12-11,1997-11-15,NONE,RAIL,e fluffily even packages use blithel
14885,477,65,6,30,41324,0,0,N,O,1997-12-04,1997-11-17,1997-12-09,COLLECT COD,SHIP," the requests hang slyly a"
14885,460,90,7,42,57139,0,0,N,O,1997-10-19,1997-11-08,1997-11-14,TAKE BACK RETURN,AIR,"ng to the regular, ironic pinto beans. bo"
14887,1487,27,1,23,31935,0,0,N,O,1996-07-08,1996-06-05,1996-07-10,NONE,SHIP,unusual grouches. blithely ironic
14887,1335,12,2,34,42035,0,0,N,O,1996-07-16,1996-05-11,1996-08-04,DELIVER IN PERSON,REG AIR,are quickly alongside of th
14887,265,93,3,14,16314,0,0,N,O,1996-07-16,1996-06-16,1996-08-09,COLLECT COD,RAIL,the quickly final excuses? fluffily even
14887,615,47,4,23,34859,0,0,N,O,1996-04-02,1996-05-22,1996-04-29,NONE,MAIL,unts above the
14914,867,67,1,20,35357,0,0,N,O,1998-05-26,1998-05-05,1998-06-02,NONE,SHIP,ests alongsid
14914,514,15,2,38,53751,0,0,N,O,1998-03-17,1998-04-26,1998-04-04,TAKE BACK RETURN,RAIL,even pinto beans against the quickly reg
14914,1092,63,3,20,19862,0,0,N,O,1998-04-03,1998-04-24,1998-04-10,TAKE BACK RETURN,MAIL,oxes. fluffily e
14914,1601,25,4,19,28549,0,0,N,O,1998-05-28,1998-03-25,1998-06-22,NONE,MAIL,es are always against the ir
14914,495,83,5,24,33492,0,0,N,O,1998-02-17,1998-05-09,1998-03-04,TAKE BACK RETURN,MAIL,y permanent foxes b
14914,1502,23,6,20,28070,0,0,N,O,1998-02-19,1998-04-29,1998-03-21,TAKE BACK RETURN,TRUCK,nding depos
14915,824,25,1,1,1725,0,0,N,O,1996-11-22,1996-11-25,1996-12-11,NONE,FOB,ual sheaves sleep
14915,380,65,2,45,57617,0,0,N,O,1997-01-08,1996-10-27,1997-01-22,NONE,SHIP," carefully express instructions. carefu"
14917,445,4,1,26,34981,0,0,N,O,1998-04-25,1998-03-14,1998-05-07,COLLECT COD,SHIP,nic theodolites. theodolites
14917,1731,74,2,29,47349,0,0,N,O,1998-03-24,1998-02-20,1998-03-28,NONE,FOB,nusual theodolit
14917,1899,86,3,48,86443,0,0,N,O,1998-03-05,1998-04-11,1998-03-13,COLLECT COD,TRUCK,g theodolites affix slyly fina
14917,86,12,4,40,39443,0,0,N,O,1998-02-20,1998-03-13,1998-03-14,COLLECT COD,TRUCK,g bravely. fu
14917,1919,20,5,21,38239,0,0,N,O,1998-02-18,1998-04-01,1998-03-02,DELIVER IN PERSON,AIR,as above the regular excuses ha
14917,62,88,6,43,41369,0,0,N,O,1998-05-11,1998-04-07,1998-05-12,DELIVER IN PERSON,AIR,"e. final, pending pint"
14918,272,27,1,33,38685,0,0,N,O,1997-09-04,1997-08-30,1997-09-11,TAKE BACK RETURN,FOB,he blithely
14918,1294,95,2,24,28687,0,0,N,O,1997-06-20,1997-08-11,1997-07-10,COLLECT COD,FOB," the pending, e"
14919,526,17,1,24,34236,0,0,N,O,1996-09-29,1996-11-09,1996-10-16,COLLECT COD,AIR,jole quickly blith
14944,1734,35,1,50,81787,0,0,N,O,1997-11-30,1997-12-08,1997-12-11,COLLECT COD,RAIL,ges. slyly special requ
14944,1733,18,2,21,34329,0,0,N,O,1998-01-11,1997-12-01,1998-01-26,TAKE BACK RETURN,AIR,uriously express platelets
14945,94,95,1,28,27835,0,0,N,O,1996-07-04,1996-06-09,1996-07-23,COLLECT COD,MAIL,"o the regular, regular asymptotes. c"
14945,1878,22,2,24,42717,0,0,N,O,1996-05-27,1996-05-05,1996-06-01,NONE,REG AIR,to the carefully eve
14945,1453,54,3,38,51469,0,0,N,O,1996-04-29,1996-04-30,1996-05-20,TAKE BACK RETURN,SHIP,eposits. fluff
14945,547,38,4,2,2895,0,0,N,O,1996-07-03,1996-05-13,1996-07-16,COLLECT COD,FOB,tween the expres
14945,85,86,5,44,43344,0,0,N,O,1996-06-20,1996-05-03,1996-07-14,DELIVER IN PERSON,RAIL,"ly around the furiously regular "
14945,1393,8,6,37,47892,0,0,N,O,1996-07-02,1996-05-15,1996-07-31,NONE,FOB,ironic asymptotes.
14946,53,79,1,38,36216,0,0,N,O,1996-12-13,1997-02-04,1997-01-08,NONE,MAIL,pon the blithely final courts. bl
14946,795,60,2,37,62744,0,0,N,O,1996-11-27,1997-02-01,1996-11-29,COLLECT COD,AIR,sleep furiously after the furio
14977,776,41,1,43,72101,0,0,N,O,1998-01-16,1997-12-19,1998-02-08,DELIVER IN PERSON,TRUCK,ess about the slyly final pa
14979,849,50,1,15,26248,0,0,N,O,1996-07-07,1996-09-12,1996-07-25,COLLECT COD,REG AIR,ly carefully even dugouts-- ironic dep
14979,531,62,2,46,65850,0,0,N,O,1996-08-01,1996-08-27,1996-08-25,DELIVER IN PERSON,SHIP,"n, ironic deposits sleep afte"
15008,1217,29,1,38,42492,0,0,N,O,1997-12-24,1998-03-03,1998-01-08,TAKE BACK RETURN,MAIL,es. quickly pendin
15009,1913,2,1,39,70781,0,0,N,O,1996-04-06,1996-03-03,1996-04-23,COLLECT COD,FOB,as. package
15009,1322,99,2,42,51379,0,0,N,O,1996-01-26,1996-03-06,1996-01-27,TAKE BACK RETURN,REG AIR,ly against the blithel
15009,1611,53,3,23,34790,0,0,N,O,1996-03-30,1996-02-15,1996-04-12,COLLECT COD,FOB,"cording to the "
15009,888,88,4,3,5367,0,0,N,O,1996-04-18,1996-02-04,1996-05-05,COLLECT COD,TRUCK," beans. express, iro"
15041,1323,100,1,34,41627,0,0,N,O,1998-06-27,1998-04-26,1998-07-20,DELIVER IN PERSON,RAIL,"en, final foxes. thinly final request"
15041,1154,91,2,34,35875,0,0,N,O,1998-07-08,1998-05-13,1998-07-14,DELIVER IN PERSON,AIR,the deposits. slyly slo
15041,250,78,3,13,14953,0,0,N,O,1998-05-24,1998-06-06,1998-06-16,DELIVER IN PERSON,RAIL,y final accounts slee
15041,1162,63,4,40,42526,0,0,N,O,1998-06-21,1998-05-05,1998-07-21,NONE,AIR," carefully"
15041,797,30,5,48,81494,0,0,N,O,1998-07-12,1998-06-09,1998-08-03,TAKE BACK RETURN,AIR,ironic platelets. ironic deposits nag ca
15041,1767,10,6,2,3338,0,0,N,O,1998-06-26,1998-04-27,1998-07-18,NONE,MAIL,ial requests. fluffily regular excuses impr
15042,1569,70,1,29,42646,0,0,N,O,1996-05-20,1996-06-16,1996-05-22,NONE,SHIP,y ironic deposits are slyly.
15042,1900,87,2,24,43246,0,0,N,O,1996-03-25,1996-05-09,1996-04-22,DELIVER IN PERSON,MAIL,oxes nag carefu
15046,1873,3,1,30,53246,0,0,N,O,1997-09-21,1997-11-22,1997-10-15,TAKE BACK RETURN,RAIL,equests are bl
15046,374,3,2,3,3823,0,0,N,O,1997-12-27,1997-11-15,1998-01-19,NONE,MAIL,zzle furiously iron
15046,964,33,3,29,54084,0,0,N,O,1997-12-09,1997-11-27,1997-12-20,COLLECT COD,SHIP,"ironic, re"
15046,1469,48,4,43,58930,0,0,N,O,1997-10-11,1997-11-09,1997-10-21,NONE,TRUCK,ts. blithely ironic attainments wou
15046,1712,39,5,36,58094,0,0,N,O,1997-09-21,1997-10-22,1997-10-10,NONE,FOB,"sts after the ideas "
15046,269,24,6,12,14031,0,0,N,O,1997-12-02,1997-10-31,1997-12-31,NONE,FOB,even accounts are. unusual i
15072,1389,66,1,34,43873,0,0,N,O,1997-03-06,1997-04-14,1997-03-16,COLLECT COD,FOB,ly across the noto
15072,1847,77,2,47,82195,0,0,N,O,1997-04-14,1997-04-18,1997-05-13,NONE,SHIP,silent instru
15072,1687,70,3,3,4766,0,0,N,O,1997-03-24,1997-04-18,1997-04-06,DELIVER IN PERSON,RAIL,gular excuses. specia
15072,279,34,4,31,36557,0,0,N,O,1997-03-10,1997-03-29,1997-04-02,TAKE BACK RETURN,FOB,es along the slyly r
15072,1558,79,5,41,59842,0,0,N,O,1997-06-26,1997-04-17,1997-07-25,DELIVER IN PERSON,TRUCK,d alongside of the bli
15072,561,22,6,38,55539,0,0,N,O,1997-06-27,1997-05-27,1997-07-27,DELIVER IN PERSON,AIR,"l, bold deposits h"
15076,223,5,1,25,28081,0,0,N,O,1996-07-07,1996-06-16,1996-07-09,COLLECT COD,MAIL,quests-- iron
15077,1828,15,1,15,25947,0,0,N,O,1997-09-01,1997-06-17,1997-09-25,TAKE BACK RETURN,SHIP,ts wake thinly regular decoys. final requ
15077,987,22,2,38,71743,0,0,N,O,1997-07-17,1997-07-03,1997-08-16,COLLECT COD,MAIL," beans boost ac"
15077,268,96,3,36,42057,0,0,N,O,1997-06-07,1997-08-07,1997-06-28,DELIVER IN PERSON,REG AIR,s. furiously
15077,1115,52,4,6,6097,0,0,N,O,1997-09-05,1997-07-23,1997-09-10,DELIVER IN PERSON,RAIL,ackages sleep d
15077,275,76,5,19,22330,0,0,N,O,1997-08-19,1997-07-23,1997-08-28,COLLECT COD,TRUCK,iously regular somas wak
15077,1997,42,6,35,66465,0,0,N,O,1997-05-22,1997-08-03,1997-06-17,COLLECT COD,FOB,express packages
15077,1175,12,7,37,39818,0,0,N,O,1997-05-16,1997-07-06,1997-05-22,TAKE BACK RETURN,SHIP,sits. quickly expr
15107,937,40,1,26,47786,0,0,N,O,1996-07-16,1996-08-16,1996-08-12,NONE,SHIP,y silent platelets detect furiously ev
15107,1326,3,2,50,61366,0,0,N,O,1996-06-20,1996-08-04,1996-07-06,TAKE BACK RETURN,RAIL,gedly final packages. quietl
15107,1753,96,3,42,69500,0,0,N,O,1996-06-11,1996-08-22,1996-06-30,DELIVER IN PERSON,FOB,pecial foxes thrash slyly according
15107,758,91,4,14,23223,0,0,N,O,1996-09-21,1996-08-27,1996-10-08,COLLECT COD,FOB,s nag carefully regular depo
15107,142,95,5,50,52107,0,0,N,O,1996-09-08,1996-07-20,1996-10-03,DELIVER IN PERSON,REG AIR,posits. blithely e
15136,68,69,1,39,37754,0,0,N,O,1996-04-07,1996-02-21,1996-04-15,DELIVER IN PERSON,TRUCK,r ideas solve permanently about
15136,403,62,2,45,58653,0,0,N,O,1996-02-17,1996-02-09,1996-02-20,NONE,AIR,e carefully along the slyly pending pla
15137,1783,26,1,11,18533,0,0,N,O,1996-08-10,1996-05-16,1996-08-30,NONE,AIR,regular accounts boo
15137,945,48,2,48,88605,0,0,N,O,1996-05-05,1996-06-03,1996-05-25,NONE,AIR,blithely ruthless platelets. express re
15140,959,60,1,42,78118,0,0,N,O,1996-12-08,1997-01-15,1996-12-23,NONE,FOB," wake furiously n"
15140,905,6,2,50,90295,0,0,N,O,1997-01-24,1996-12-27,1997-02-02,COLLECT COD,AIR,arefully regu
15140,1876,20,3,26,46225,0,0,N,O,1996-11-08,1996-12-26,1996-11-19,NONE,FOB,press foxes except the deposi
15140,1929,62,4,12,21971,0,0,N,O,1997-02-16,1996-12-02,1997-03-04,TAKE BACK RETURN,TRUCK," boost regular packages-- blithe"
15140,409,97,5,20,26188,0,0,N,O,1997-01-29,1997-01-07,1997-02-16,DELIVER IN PERSON,RAIL,gular requests after the ironic pinto b
15140,1614,15,6,14,21219,0,0,N,O,1997-02-12,1997-01-22,1997-03-08,DELIVER IN PERSON,MAIL,uriously unusual
15140,1516,57,7,50,70876,0,0,N,O,1996-12-14,1996-12-11,1996-12-24,NONE,MAIL,usly about the quickl
15143,787,52,1,7,11814,0,0,N,O,1998-09-19,1998-07-09,1998-10-15,DELIVER IN PERSON,AIR,lyly ironic requests. quickly regular
15143,1458,76,2,49,66613,0,0,N,O,1998-06-09,1998-07-10,1998-06-15,COLLECT COD,FOB,"ar packages. even, silen"
15143,82,83,3,29,28480,0,0,N,O,1998-09-14,1998-07-05,1998-09-27,DELIVER IN PERSON,MAIL,ong the quickly final courts. blithely pend
15143,1060,66,4,48,46131,0,0,N,O,1998-09-04,1998-08-09,1998-09-30,COLLECT COD,FOB,ctions. ironic the
15168,979,80,1,44,82719,0,0,N,O,1996-07-07,1996-07-23,1996-08-05,NONE,SHIP,"its nag slyly furiously dogged "
15169,628,91,1,41,62673,0,0,N,O,1996-04-15,1996-07-01,1996-04-16,COLLECT COD,FOB,sits do detect quickly carefu
15169,1723,8,2,25,40618,0,0,N,O,1996-05-01,1996-05-11,1996-05-13,TAKE BACK RETURN,SHIP,"e alongside "
15171,778,11,1,27,45327,0,0,N,O,1996-09-12,1996-10-31,1996-09-29,TAKE BACK RETURN,SHIP,", ironic depend"
15203,685,17,1,38,60256,0,0,N,O,1996-10-27,1996-10-18,1996-11-04,TAKE BACK RETURN,SHIP,"r pinto beans. ironic, ironic theodolites "
15232,31,32,1,29,27000,0,0,N,O,1997-04-07,1997-02-25,1997-04-13,NONE,RAIL,ously bold packages haggle blithely slyly
15232,1303,18,2,10,12043,0,0,N,O,1997-03-21,1997-03-06,1997-03-22,TAKE BACK RETURN,FOB,"refully bold deposits poach furiously "
15235,1759,60,1,49,81377,0,0,N,O,1996-03-23,1996-03-18,1996-04-15,NONE,AIR,special instruction
15235,1449,89,2,35,47265,0,0,N,O,1996-02-14,1996-03-10,1996-02-25,TAKE BACK RETURN,SHIP," accounts. regular pinto beans "
15237,148,49,1,37,38781,0,0,N,O,1997-05-27,1997-05-28,1997-06-08,TAKE BACK RETURN,REG AIR," even pinto b"
15238,1777,62,1,17,28539,0,0,N,O,1997-04-27,1997-06-01,1997-05-07,DELIVER IN PERSON,TRUCK," express package"
15238,1340,41,2,14,17379,0,0,N,O,1997-07-04,1997-05-16,1997-07-15,DELIVER IN PERSON,SHIP," regular accounts. special, even deposits"
15238,874,75,3,26,46147,0,0,N,O,1997-05-11,1997-04-23,1997-05-12,COLLECT COD,AIR,ly furiously regular requests. foxes mo
15239,122,49,1,44,44973,0,0,N,O,1997-05-17,1997-06-07,1997-05-22,DELIVER IN PERSON,RAIL,"totes haggle ruthlessly. blithely ironic "
15239,1025,31,2,41,37967,0,0,N,O,1997-07-11,1997-06-04,1997-07-27,TAKE BACK RETURN,REG AIR,tegrate blithely according to the unusual
15239,470,71,3,21,28780,0,0,N,O,1997-08-09,1997-07-21,1997-08-11,COLLECT COD,RAIL,ronic deposits doze furiousl
15239,188,15,4,46,50056,0,0,N,O,1997-06-10,1997-07-22,1997-07-05,COLLECT COD,REG AIR,"ggle requests. unusual, s"
15239,1195,96,5,1,1096,0,0,N,O,1997-08-13,1997-07-03,1997-09-04,COLLECT COD,AIR,furiously final ideas. fi
15264,367,52,1,47,59566,0,0,N,O,1996-02-11,1995-12-24,1996-03-10,DELIVER IN PERSON,RAIL,usly regular instructions: regular accou
15264,1501,82,3,33,46283,0,0,N,O,1996-02-19,1996-01-07,1996-03-09,TAKE BACK RETURN,TRUCK,"st the ironic pinto beans. "
15264,888,88,5,14,25044,0,0,N,O,1996-01-20,1996-02-04,1996-02-18,NONE,MAIL,e blithely regular
15265,1982,15,1,47,88547,0,0,N,O,1996-04-07,1996-04-22,1996-04-19,DELIVER IN PERSON,RAIL," ideas cajole carefully at the "
15265,993,96,2,16,30304,0,0,N,O,1996-05-14,1996-05-24,1996-05-15,NONE,AIR,e. blithely final excuses haggle
15265,709,42,3,34,54730,0,0,N,O,1996-04-23,1996-04-01,1996-05-08,NONE,AIR," furiously final packages. pending"
15267,53,4,1,10,9531,0,0,N,O,1996-03-20,1996-06-07,1996-03-22,DELIVER IN PERSON,FOB,ole quickly. finally bold reque
15268,149,50,1,40,41966,0,0,N,O,1996-10-01,1996-10-03,1996-10-02,TAKE BACK RETURN,REG AIR,te furious
15269,629,92,1,10,15296,0,0,N,O,1997-01-03,1996-11-14,1997-01-18,NONE,RAIL,dencies-- regular notornis pro
15269,22,23,2,12,11064,0,0,N,O,1996-12-17,1996-11-22,1996-12-25,DELIVER IN PERSON,TRUCK,ins affix slyly around t
15269,1427,28,3,8,10627,0,0,N,O,1996-09-11,1996-10-31,1996-10-10,COLLECT COD,TRUCK,sly bold requests. ironic pac
15269,835,69,4,48,83320,0,0,N,O,1996-09-26,1996-12-02,1996-10-07,TAKE BACK RETURN,TRUCK,"ily special Tiresias "
15269,359,16,5,3,3778,0,0,N,O,1996-09-25,1996-11-15,1996-10-03,DELIVER IN PERSON,AIR,tions lose fluffily be
15297,608,9,1,42,63361,0,0,N,O,1996-10-20,1996-08-18,1996-10-28,NONE,SHIP,lly unusual packages wake.
15297,1248,23,2,2,2298,0,0,N,O,1996-08-30,1996-09-17,1996-09-20,DELIVER IN PERSON,MAIL,uests after the carefully regul
15297,131,10,3,5,5156,0,0,N,O,1996-11-05,1996-08-23,1996-11-24,NONE,SHIP,lly even grouches. spec
15297,951,20,4,39,72226,0,0,N,O,1996-10-10,1996-09-17,1996-10-21,TAKE BACK RETURN,TRUCK," unusual decoys. special, s"
15297,1741,84,5,33,54210,0,0,N,O,1996-09-12,1996-09-05,1996-10-04,DELIVER IN PERSON,REG AIR,ounts boost around the furiously final pac
15298,179,58,4,2,2158,0,0,N,O,1996-01-02,1995-10-17,1996-01-25,NONE,REG AIR,pecial ideas sleep carefully abo
15299,358,87,1,45,56626,0,0,N,O,1996-08-15,1996-07-20,1996-08-28,DELIVER IN PERSON,SHIP,ven courts pri
15299,152,5,2,4,4209,0,0,N,O,1996-07-17,1996-07-05,1996-07-30,COLLECT COD,RAIL,posits haggle around the slowly unusual
15299,1995,96,3,8,15176,0,0,N,O,1996-07-22,1996-08-02,1996-07-25,TAKE BACK RETURN,RAIL,pendencies wake idly furiously even pains
