Review_Title,Review_Text,Verified_Buyer,Review_Date,Review_Location,Review_Upvotes,Review_Downvotes,Product,Brand,Scrape_Date
Good product,"I love this cleanser, especially in the winter when my skin gets very dry as I get older. This cleanser keeps my skin moist and clean and doesn't leave a dry feeling like bar soap does. And a little goes a long way. Very good product.",Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Love,Love,No,1 year ago,Undisclosed,1,3,Daily Superfoliant,Dermalogica,3/27/23
Best cleanser,One of my absolute fav Dermalogica products! I use this cleanser daily after pre cleanse and my skin looks and feels amazing! Product smells great too! Soft and spa like!,No,1 year ago,Undisclosed,1,1,Daily Superfoliant,Dermalogica,3/27/23
Love this cleanser. Leaves my,Love this cleanser. Leaves my skin feeling clean and hydrated. The pump dispenser makes using this product easy.,No,1 year ago,Undisclosed,1,2,Daily Superfoliant,Dermalogica,3/27/23
Nice and soothing for winter,I used to use essential cleansing solution and this reminds me of it,No,1 year ago,Undisclosed,2,1,Daily Superfoliant,Dermalogica,3/27/23
Go strong!,Great product. Works better than the white product and is obviously stronger. Results are amazing! Skin feels smooth and glowing for up to 3 days after usage. My pigmentation has improved drastically. Smell of product could be improved but is not a show stopper at all. Make sure you store in a dry area and don't let any water inside the bottle. Best investment and solution for my acne prone skin ever!,No,1 year ago,Undisclosed,1,0,Daily Superfoliant,Dermalogica,3/27/23
Adore the Super Exfoliant,"I cannot live without this scrub! With my acne-prone and oily skin it's a daily must-have! I don't always break out, but I feel like it is gentle enough to use daily after an oil cleanser. I started using your products when all my cosmetics were thrown away in an airport in London and I ordered a travel pack in the plane! I fell in love with the systems and can't live without the daily exfoliant and super daily exfoliant. Thank you!",No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Great Cleanser!,Cleanses well and leaves my skin feeling moisturized. It feels very light while cleansing. I have dry skin and this cleanser leaves it feeling soft.,No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Light and leaves my face,Light and leaves my face soft and clean,No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Skin feels good after using,Skin feels good after using - no dry,No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Daily superfoliat,Super foliate is only getting four stars for me. I don't like the way the bottle dispenses. I'm either pouring out too little or too much.,No,1 year ago,Undisclosed,5,2,Daily Superfoliant,Dermalogica,3/27/23
Love this product my skin,Love this product my skin is clear because of it.,No,1 year ago,Undisclosed,2,0,Daily Superfoliant,Dermalogica,3/27/23
Awesome,"I was hesitant because I thought this would be a lot more harsh than the original, but it works just as great and feels the same without burning or hurting. Def would get the large one.",No,1 year ago,Undisclosed,2,0,Daily Superfoliant,Dermalogica,3/27/23
Holy Grail,So happy I was introduced to this product! I love how you can use daily and it won't over dry your skin. The light weight substance mixed with water goes on face so easy and removing is just as simple… your skin is left feeling smooth.,No,1 year ago,Undisclosed,3,0,Daily Superfoliant,Dermalogica,3/27/23
Nice,I do like this but it tends to dry my skin more than the special cleanser which I love the most. I got this for winter but I think I'll continue to use my special cleanser and this as an alternative,No,1 year ago,Undisclosed,1,0,Daily Superfoliant,Dermalogica,3/27/23
I love it. My face,I love it. My face is dry this hydrates my skin. Makes it look so amazing and feels so great,No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
It works,"It is just perfect, i am using it for last 6 months and will continue to use. It made huge difference in my acne prone skinn",No,1 year ago,Undisclosed,0,1,Daily Superfoliant,Dermalogica,3/27/23
My favorite exfoliant,Keeps the dead skin cells away,No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Okay cleanser,"I use this cleanser in the AM only, it's okay, it doesn't dry out skin, but it doesn't exactly moisturize either. The solution feels a bit watery. I don't think I will re-purchase.",No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Great product! My wife utilizes,Great product! My wife utilizes on facials for my skin also her clients. We love it!,No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
This is an excellent product,This is an excellent product for exfoliating. I use the daily and this a couple times a week,No,1 year ago,Undisclosed,1,0,Daily Superfoliant,Dermalogica,3/27/23
You really need this to,You really need this to be one of your daily routine. It has helped so much with my texture,No,1 year ago,Undisclosed,1,0,Daily Superfoliant,Dermalogica,3/27/23
Radiance,Been using products for about 5 years. I like how they feel on my skin. Radiance seems to be the common look.,No,1 year ago,Undisclosed,1,0,Daily Superfoliant,Dermalogica,3/27/23
Great product - I use,Great product - I use it every other day Skin feels great after,No,1 year ago,Undisclosed,1,0,Daily Superfoliant,Dermalogica,3/27/23
Love the gentleness of this,Love the gentleness of this exfoliator. Nothing harsh just clean and fresh! smells odd but you get used to that because it works so beautifully.,No,1 year ago,Undisclosed,1,0,Daily Superfoliant,Dermalogica,3/27/23
Exes and ohs,Love the exfoliation this product provides. Just as good as the daily microfoliant product which I also love.,No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Love it!,It's great! I use it in the morning to ensure a nice fresh face in the morning. I do think I breathe in particles if I'm not sure to rub in my hands enough before applying.,No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Keep skin nice and clean,Daily superfoliant is a must for my skincare routine. My skin feels so smooth after using. I even use it to exfoliate my hands!,No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
I love it,I love it,No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
My face is so smooth,My face is so smooth after using the Daily Superfoliant. It has a nice creamy lather. It is my favorite step in my skin care routine!,No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Just started using this and,Just started using this and my skin already feels very soft and supple and more radiate. Can't wait to see the progression.,No,1 year ago,Undisclosed,1,0,Daily Superfoliant,Dermalogica,3/27/23
Perfect cleanser,Love the hydration of this product!,No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Great product! Part of my,"Great product! Part of my daily routine. My face looks and feels clean, no residue left. Ready to meet my day!",No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Love it,Love it absolutely!! great product for my acne prone skin. I recommended it,No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Microfoliant and Superfoliant user,"I first got the Superfoliant as a sample with another purchase a few years ago. I normally use the Microfoliant as a daily must along with a charcoal mask a few nights a week before my serum and moisturization routine. This actually provided a 2 in one cleaning benefit with less product use. Just ensure you moisturize afterward of course to keep your skin from drying out- spf wouldn't hurt, since it is polishing away dead skin which could make some people more sensitive to the sun :)",No,1 year ago,"Sarasota, FL",2,0,Daily Superfoliant,Dermalogica,3/27/23
Poor quality,I was very disappointed in my purchase. The product is grainy as if it had been frozen or overheated. Was it weather or something else that changed the texture? Very disappointed.,No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
"Good For Dry, Sensitive Skin","This in combo with the Intensive Moisturizer is so good for my dry, sensitive skin!",No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Love using this. Softens skin,Love using this. Softens skin and helps prepare for moisturizer.,No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
My favorite Dermalogica product. Cleanses,My favorite Dermalogica product. Cleanses great and smells good but very subtle. I highly recommend Intensive Moisture Cleanser.,No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
clean,i don't use anything else for exfoliating now and my husband uses this everyday too. you can see how this product cleanses dirt and sebum from your pores while you're using it. it doesnt irritate my sensitive skin or my husbands it is very gentle on your skin and it doesn't smell perfume-y. it has a nice dermalogica clean scent. you can even mix this with your facial cleanser to save some time and you don't lose the quality of the products. its awesome! i will only ever use this for exfoliating :100:,No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Love it,I love the daily superfoliant my face is so soft and not dry i so love it,No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Moisture cleanser,Moisture cleanser,No,1 year ago,Undisclosed,0,2,Daily Superfoliant,Dermalogica,3/27/23
Top product,One of my everyday washed have used both the daily and super and think the super gives you a deeper clean,No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
You breathe in this product when it comes out of the bottle.,this is a powder and you have to mix it with water to make a paste that you then apply to your skin. Well when you shake it out of the bottle it gets in the air and you breathe it in! I coughed for several minutes after getting it out of the bottle. It also smells terrible. I will not use this again!,No,1 year ago,Wyoming,4,11,Daily Superfoliant,Dermalogica,3/27/23
Great cleanser for the winter,Great cleanser for the winter time when my skin gets dried out.,No,1 year ago,Undisclosed,1,0,Daily Superfoliant,Dermalogica,3/27/23
Happy with Dermalogica and can't,Happy with Dermalogica and can't wait to try more products,No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
I use this daily. It,I use this daily. It makes my skin feel so soft and alive.,No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
I love it! My face,I love it! My face feels so amazing!,No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
I'd buy this again!,Nice clean face wash.,No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Best exfoliate ever,"This is my favorite exfoliant of all time. Rub it in your wet hands to a creamy consistency, then cleanse your face, neck and chest area. Your skin will be baby soft and smooth.",No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
My skin has been increasingly,My skin has been increasingly dry with the seasonal change. This product has really made the difference. I use it two a week and have been noticing a significantly less dry face. It also helps even the overall tone of my face as well as reduce red marks/acne scars. Highly recommend!,No,1 year ago,Undisclosed,1,0,Daily Superfoliant,Dermalogica,3/27/23
Superfoliant is a product miracle.,"Superfoliant is a miracle product. With regular use, my eighty year old skin looks younger and healthier. Less makeup base is used because my skin is so smooth.",No,1 year ago,Undisclosed,3,0,Daily Superfoliant,Dermalogica,3/27/23
Good product,Good product,No,1 year ago,Undisclosed,0,1,Daily Superfoliant,Dermalogica,3/27/23
Love it,Makes my skin smooth as heck. Notice different complexion within a week.,No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
"Not a Daily User, but a Happy User","Great for deeper clean that really removes dirt and polishes face skin, especially for more sensitive skin. I do not use daily, but do use 2-3 times per week without my skin getting upset.",No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
